timestamp,latitude,longitude,speed,fuel_level,engine_temp,accelerometer_x,accelerometer_y,accelerometer_z,head_direction,eye_closed_duration,driver_state,vehicle_health,vehicle_type,head_tilt,engine_overheat,harsh_braking,fatigue_score,speeding_flag
2025-05-04T17:51:52.991860,32.221508970380285,-110.9925984730569,131,69.66,105,1.16,-1.57,1.46,-15.237327284675954,0.12,awake,normal,truck,-0.5312065301754534,True,False,0.03,True
2025-05-04T17:51:47.991860,32.134104824737456,-110.88074602430359,8,99.54,128,1.99,0.12,2.3,0.9251977477195747,2.14,awake,needs_maintenance,truck,12.235688824186274,True,True,0.55,False
2025-05-04T17:51:42.991860,32.113010318597055,-110.95399823254246,46,11.52,93,-0.34,0.75,-1.53,6.432247504958594,1.23,awake,needs_maintenance,SUV,10.964692338108836,False,False,0.36,False
2025-05-04T17:51:37.991860,32.28977710745066,-110.97588662284454,72,45.97,69,0.77,0.99,0.52,10.396584108947161,1.23,awake,normal,SUV,-6.256772874962124,False,False,0.31,False
2025-05-04T17:51:32.991860,32.29312640661491,-110.98460935967415,34,84.88,125,-0.58,-2.37,-1.9,2.646623329158378,0.72,awake,needs_maintenance,truck,-13.192471945987673,True,True,0.28,False
2025-05-04T17:51:27.991860,32.26167946962329,-110.86074224482437,33,88.55,110,-1.25,-1.72,-0.3,-5.505417586249835,2.0,awake,normal,truck,-2.029806373956571,True,False,0.42,False
2025-05-04T17:51:22.991860,32.160922753834676,-110.93202500724638,63,77.83,117,-2.95,-0.74,0.54,-12.413853309730795,1.06,awake,needs_maintenance,truck,-8.000385643976465,True,False,0.29,False
2025-05-04T17:51:17.991860,32.11953442280128,-110.85504664569424,28,30.46,95,2.3,2.53,0.58,1.2921582456956213,2.29,awake,normal,SUV,-0.635245746153551,False,True,0.46,False
2025-05-04T17:51:12.991860,32.23684660530243,-110.98692873184021,15,55.53,106,-2.29,2.55,0.73,-16.082085179784105,0.53,awake,normal,truck,12.374381346841393,True,False,0.23,False
2025-05-04T17:51:07.991860,32.18803049874792,-110.93694193243388,30,10.5,79,0.18,2.53,1.2,-43.82025725241911,1.65,distracted,needs_maintenance,SUV,-4.5730165508679,False,False,0.38,False
2025-05-04T17:51:02.991860,32.124407646968955,-110.89210174152493,30,32.65,95,0.64,-2.63,1.65,6.548397062365018,1.21,awake,normal,SUV,-0.42823381311574876,False,False,0.25,False
2025-05-04T17:50:57.991860,32.19903538202225,-110.84185536703221,55,48.6,85,-0.34,2.42,1.6,13.559022616292928,1.25,awake,normal,SUV,0.5802273480839523,False,False,0.26,False
2025-05-04T17:50:52.991860,32.106877704223045,-110.93624949941359,113,28.69,128,0.23,0.84,-0.69,-35.44398653312758,2.48,distracted,needs_maintenance,truck,8.484308822052846,True,False,0.58,True
2025-05-04T17:50:47.991860,32.28186408041575,-110.87482172471259,107,42.93,116,-2.65,-2.46,-2.52,-15.145960570649063,1.47,distracted,needs_maintenance,truck,-22.46889333984605,True,False,0.52,True
2025-05-04T17:50:42.991860,32.151755996320006,-110.82280445035276,30,37.92,91,-2.85,-0.58,-0.85,9.287313915077966,1.36,awake,normal,SUV,-6.067002947652967,False,True,0.33,False
2025-05-04T17:50:37.991860,32.23250445687079,-110.87682736236354,51,65.86,121,-2.47,-1.19,1.02,30.86243204567548,1.71,distracted,needs_maintenance,truck,2.112836922794727,True,False,0.36,False
2025-05-04T17:50:32.991860,32.16234221521788,-110.95340810504928,49,55.23,84,-2.51,-1.58,-0.53,0.3119056151311184,0.71,awake,normal,SUV,12.000789564268612,False,False,0.26,False
2025-05-04T17:50:27.991860,32.20401360423556,-110.9951198436887,44,17.32,87,0.55,-0.98,-0.06,-10.920044118437017,0.5,awake,needs_maintenance,SUV,-4.919024475062051,False,False,0.15,False
2025-05-04T17:50:22.991860,32.20934205586865,-110.82598022521981,31,77.36,122,0.51,1.29,0.27,-2.7434466165726024,0.83,distracted,needs_maintenance,truck,-18.76552706041874,True,False,0.36,False
2025-05-04T17:50:17.991860,32.13697089110511,-110.99574611782992,51,49.95,109,-2.85,-2.89,-2.52,20.623146287222774,1.73,distracted,normal,truck,6.197114459661362,True,False,0.41,False
2025-05-04T17:50:12.991860,32.29391692555291,-110.82505966546316,80,90.01,121,2.79,-0.4,-0.2,-9.68946268686803,0.56,awake,needs_maintenance,truck,-6.353623888256293,True,False,0.18,False
2025-05-04T17:50:07.991860,32.25502656467222,-110.89421257319455,46,30.56,113,2.61,-1.4,-1.9,-11.987880099753804,2.01,awake,needs_maintenance,truck,-11.896666590903614,True,True,0.52,False
2025-05-04T17:50:02.991860,32.287899788312835,-110.81218646029741,90,80.14,74,0.27,-2.39,2.29,-7.241152832730487,0.67,awake,normal,sedan,-6.243453897132241,False,False,0.2,False
2025-05-04T17:49:57.991860,32.27896547008553,-110.84024335284526,108,26.96,96,2.72,0.93,2.96,-14.299929123880686,0.69,awake,normal,SUV,-1.8452535765584954,False,False,0.16,True
2025-05-04T17:49:52.991860,32.21957999576222,-110.80041317789333,0,37.87,96,-1.3,1.96,-0.88,1.840054739921933,2.79,drowsy,normal,SUV,-6.047446645382127,False,True,0.62,False
2025-05-04T17:49:47.991860,32.28437484700462,-110.92985763690966,120,26.46,71,2.57,-2.48,-1.2,24.37017687704341,0.26,distracted,normal,SUV,-22.055660570990693,False,False,0.28,True
2025-05-04T17:49:42.991860,32.117698500410384,-110.84656234221377,85,27.29,60,-0.46,-2.59,-2.27,4.846189096740436,1.99,awake,normal,SUV,8.970661968871323,False,True,0.49,False
2025-05-04T17:49:37.991860,32.13919657248383,-110.91961381727815,34,77.45,79,2.94,-2.15,-1.27,-3.785302531894314,2.1,awake,normal,sedan,12.748750412787222,False,True,0.55,False
2025-05-04T17:49:32.991860,32.10904545778211,-110.90402487593921,61,53.44,85,-2.46,2.51,-2.09,-4.3771690337331615,0.13,awake,normal,SUV,6.5152199133950575,False,False,0.09,False
2025-05-04T17:49:27.991860,32.165066066152654,-110.87449890735633,130,78.86,99,2.44,-1.55,1.82,-23.447862130449856,0.1,distracted,normal,SUV,-11.376856704248166,False,False,0.14,True
2025-05-04T17:49:22.991860,32.1777354579379,-110.82526457716273,68,71.53,77,2.54,-0.83,1.1,13.246646657207386,2.6,awake,normal,sedan,-2.0149153394751798,False,True,0.54,False
2025-05-04T17:49:17.991860,32.154269806354776,-110.80318330616014,97,35.49,96,0.45,-2.33,1.37,-1.1675579551920305,1.21,awake,normal,SUV,-0.06521315229458062,False,False,0.24,False
2025-05-04T17:49:12.991860,32.26574750183038,-110.84634531722709,90,29.6,87,-2.18,-1.14,-0.55,-2.707198703859385,2.09,awake,normal,SUV,5.987943895619102,False,False,0.48,False
2025-05-04T17:49:07.991860,32.171350665338714,-110.91644664356653,44,36.05,122,-0.79,-1.65,-0.96,47.89661351767291,2.93,drowsy,needs_maintenance,truck,6.683404887180808,True,True,0.65,False
2025-05-04T17:49:02.991860,32.156186901937474,-110.91572859954458,70,85.36,121,-2.24,2.92,-0.09,4.481293625485294,0.31,awake,needs_maintenance,truck,-7.341737987784958,True,False,0.14,False
2025-05-04T17:48:57.991860,32.20853921663165,-110.85248353968223,111,31.0,79,2.48,-2.79,0.01,-11.276865751427765,2.64,awake,normal,SUV,0.8199555641356042,False,False,0.54,True
2025-05-04T17:48:52.991860,32.128184844994955,-110.95224457084633,102,40.17,101,-2.74,2.49,-0.25,-6.39536394308315,1.77,awake,normal,truck,4.572804046152411,True,False,0.4,True
2025-05-04T17:48:47.991860,32.26043939615081,-110.97790517737371,112,31.75,92,-1.67,-0.69,0.56,17.226685637951324,1.78,awake,normal,SUV,14.558223221467665,False,False,0.5,True
2025-05-04T17:48:42.991860,32.11491012873596,-110.92907556847184,77,77.4,126,-2.49,-1.69,0.87,1.699056158066467,0.45,awake,needs_maintenance,truck,7.045065398247231,True,True,0.16,False
2025-05-04T17:48:37.991860,32.297377387320104,-110.94255220166919,62,29.42,85,-0.0,-2.66,0.23,-21.5741696747605,2.49,distracted,normal,SUV,7.890566873755189,False,False,0.58,False
2025-05-04T17:48:32.991860,32.25444895385933,-110.94073837590881,118,19.63,126,-0.15,1.89,-0.61,13.788434018628053,1.19,awake,needs_maintenance,truck,0.8382662792936093,True,False,0.25,True
2025-05-04T17:48:27.991860,32.13974313630683,-110.95327844979002,115,55.2,127,1.23,0.5,1.41,-10.022161283084909,0.9,awake,needs_maintenance,truck,14.104591452035038,True,False,0.32,True
2025-05-04T17:48:22.991860,32.10110442342472,-110.99158136207272,90,63.36,103,-0.31,-2.14,-2.37,28.099466643263185,1.58,distracted,normal,truck,4.097627959594973,True,True,0.36,False
2025-05-04T17:48:17.991860,32.263092285690966,-110.99642521305331,8,35.87,83,-1.69,-0.98,0.14,16.200720985719727,1.69,awake,normal,SUV,-8.610879101735705,False,True,0.43,False
2025-05-04T17:48:12.991860,32.24137146876952,-110.8024555220528,88,73.37,84,-1.5,-0.81,-2.7,-6.709828434881268,0.22,awake,normal,SUV,14.033699701251907,False,False,0.19,False
2025-05-04T17:48:07.991860,32.24580143360819,-110.91444537325283,94,80.25,128,-0.35,0.02,-0.72,19.215245426026694,2.77,drowsy,needs_maintenance,truck,6.979032725390276,True,False,0.63,False
2025-05-04T17:48:02.991860,32.254254069337186,-110.92313467056806,121,89.73,74,-2.25,2.18,2.42,1.0178326579110495,1.61,awake,normal,sedan,-4.430440211284823,False,False,0.37,True
2025-05-04T17:47:57.991860,32.11480893034682,-110.86407054346138,45,39.77,109,1.54,-2.84,-2.57,12.791605126833293,0.82,awake,normal,truck,-4.794929673992433,True,True,0.21,False
2025-05-04T17:47:52.991860,32.17169314570886,-110.956349222427,76,93.78,122,0.18,1.34,-2.57,7.270992259417121,2.22,awake,needs_maintenance,truck,2.9657554514076176,True,False,0.47,False
2025-05-04T17:47:47.991860,32.123173811905026,-110.81000776320995,117,18.25,112,-1.83,0.59,-2.31,-12.695349824863102,2.58,awake,needs_maintenance,truck,4.631847952675847,True,False,0.56,True
2025-05-04T17:47:42.991860,32.27262068517511,-110.84273099711689,42,59.78,88,2.59,1.57,2.18,-9.65324748476193,0.12,awake,normal,SUV,1.9729226563120643,False,True,0.04,False
2025-05-04T17:47:37.991860,32.22465962536551,-110.98211779953755,90,32.01,103,-2.7,1.16,-2.2,15.449412263717418,2.17,awake,normal,truck,3.113086734428849,True,False,0.47,False
2025-05-04T17:47:32.991860,32.16617960497053,-110.91648384484301,112,96.02,118,0.12,-1.85,-0.82,-5.021629981598113,2.31,drowsy,needs_maintenance,truck,16.999573745763804,True,False,0.64,True
2025-05-04T17:47:27.991860,32.11271167005721,-110.82417633848756,91,10.11,99,2.41,-2.46,-0.38,-6.054726948629951,2.95,drowsy,needs_maintenance,SUV,10.715431522348858,False,True,0.7,False
2025-05-04T17:47:22.991860,32.16219646434313,-110.81105359554172,65,90.28,102,1.34,2.73,0.78,-14.326838690240294,1.62,awake,normal,truck,1.9063559126502434,True,True,0.34,False
2025-05-04T17:47:17.991860,32.16503666440535,-110.90651969775003,91,84.9,60,-2.38,-1.8,2.3,6.353985983901916,2.09,awake,normal,sedan,9.413105807674834,False,False,0.51,False
2025-05-04T17:47:12.991860,32.24592123566761,-110.87731772215785,16,16.56,103,0.47,0.42,-0.32,30.937873788647174,0.47,distracted,needs_maintenance,truck,-10.325239035275395,True,True,0.2,False
2025-05-04T17:47:07.991860,32.22751149427104,-110.96659321078158,3,46.21,113,-0.36,-2.14,-2.86,-16.012993713814094,0.5,awake,needs_maintenance,truck,3.9792704994680896,True,False,0.14,False
2025-05-04T17:47:02.991860,32.27744254851526,-110.8017662747726,43,71.28,110,-1.61,-0.87,-1.57,0.36329185009137105,2.49,drowsy,normal,truck,18.0930634973311,True,False,0.68,False
2025-05-04T17:46:57.991860,32.19444298503239,-110.95366565972331,114,59.83,128,1.33,-2.83,1.16,21.183308331231437,0.75,distracted,needs_maintenance,truck,-2.1804589539237385,True,False,0.17,True
2025-05-04T17:46:52.991860,32.12391884918766,-110.81145364517297,70,94.15,124,-2.38,-2.09,0.96,-1.1946208686857271,2.88,drowsy,needs_maintenance,truck,-8.476339286190848,True,True,0.66,False
2025-05-04T17:46:47.991860,32.2426489574446,-110.87007067020153,16,96.45,62,2.2,0.18,1.78,6.785576943746008,2.27,awake,normal,sedan,-6.5208888859306064,False,True,0.52,False
2025-05-04T17:46:42.991860,32.252157009723376,-110.87845264102423,35,40.67,90,-1.29,1.5,-2.3,-15.935902922203196,0.15,awake,normal,SUV,-10.896330373423883,False,False,0.14,False
2025-05-04T17:46:37.991860,32.212255439513896,-110.8974622977967,113,93.93,92,0.67,-1.31,-2.68,6.424606458114729,1.62,awake,normal,SUV,-7.847619081277034,False,False,0.4,True
2025-05-04T17:46:32.991860,32.25419343599091,-110.95386603765645,86,80.03,112,-2.26,2.89,0.15,-2.8071639750682316,0.17,awake,needs_maintenance,truck,-3.70508098590029,True,True,0.07,False
2025-05-04T17:46:27.991860,32.19875911927288,-110.9646943935989,99,33.69,73,-0.56,2.58,0.05,14.785949935197944,1.52,awake,normal,SUV,-14.05567019178642,False,False,0.45,False
2025-05-04T17:46:22.991860,32.2045465658764,-110.95590275818597,23,56.07,111,-2.45,2.16,-1.71,17.81079077347127,1.02,awake,needs_maintenance,truck,0.15618333949603047,True,True,0.21,False
2025-05-04T17:46:17.991860,32.18550820367171,-110.96271234757116,81,66.59,99,-1.19,-1.8,-0.21,38.84345463027921,0.55,distracted,normal,SUV,9.022771737866472,False,False,0.2,False
2025-05-04T17:46:12.991860,32.10508382534882,-110.84408310528664,76,46.34,109,1.23,1.38,-2.88,8.694497598203634,0.46,awake,normal,truck,-9.077561801469203,True,False,0.18,False
2025-05-04T17:46:07.991860,32.12157828539866,-110.92997494816666,73,15.06,130,0.77,-2.01,1.39,4.886944748732497,2.27,drowsy,needs_maintenance,truck,15.192839236417688,True,False,0.61,False
2025-05-04T17:46:02.991860,32.10628583713735,-110.98843146468732,123,74.77,117,-1.21,0.85,2.06,2.9157645236600405,2.98,drowsy,needs_maintenance,truck,5.107920885275947,True,False,0.65,True
2025-05-04T17:45:57.991860,32.227282082252756,-110.80617947397184,116,33.93,68,-2.27,-2.3,-2.18,-5.297494392160325,2.96,drowsy,normal,SUV,10.305805856240573,False,False,0.7,True
2025-05-04T17:45:52.991860,32.162871196215264,-110.8232428230073,96,86.54,62,-1.46,0.33,-1.25,5.077257651925367,0.86,awake,normal,sedan,-6.57834553852137,False,False,0.24,False
2025-05-04T17:45:47.991860,32.20171413823294,-110.81444954336095,137,93.46,78,-1.72,-1.33,1.86,-4.4310211520854415,2.44,awake,normal,sedan,8.545252270666158,False,False,0.58,True
2025-05-04T17:45:42.991860,32.28151329478521,-110.80101843547071,70,20.5,85,-1.06,0.01,-0.34,2.5269146440442145,1.87,awake,normal,SUV,-10.91933900395313,False,True,0.49,False
2025-05-04T17:45:37.991860,32.14985844582978,-110.96522095015611,44,31.84,70,0.16,0.26,-1.95,19.763963034119396,0.89,awake,normal,SUV,8.902475008365087,False,True,0.27,False
2025-05-04T17:45:32.991860,32.182076584607124,-110.92075159621946,112,77.34,104,0.62,-1.57,0.72,-15.098138479194617,1.6,awake,normal,truck,1.718393397935312,True,False,0.34,True
2025-05-04T17:45:27.991860,32.25111022770861,-110.84835230485918,80,90.72,115,2.79,-2.19,-2.02,17.09817841693568,2.31,awake,needs_maintenance,truck,5.532512199847837,True,True,0.52,False
2025-05-04T17:45:22.991860,32.14575963309832,-110.86079587638923,95,61.54,129,-2.31,0.25,2.51,19.756726010097978,2.9,drowsy,needs_maintenance,truck,-11.755946056248517,True,False,0.7,False
2025-05-04T17:45:17.991860,32.11539598196576,-110.96922081873203,129,16.94,63,-2.65,2.1,-0.64,-1.771027904866181,2.13,awake,needs_maintenance,SUV,-8.950698422766047,False,False,0.52,True
2025-05-04T17:45:12.991860,32.157950290582754,-110.83683337500187,91,22.03,92,0.21,2.49,-2.97,-31.827823485128917,0.21,distracted,normal,SUV,5.9722821825338475,False,True,0.1,False
2025-05-04T17:45:07.991860,32.1322442574508,-110.95511188563266,126,70.84,91,-2.05,-2.73,-2.1,-9.117329806416487,2.3,awake,normal,SUV,-9.483480042242007,False,False,0.56,True
2025-05-04T17:45:02.991860,32.28593953046851,-110.95523647703547,0,35.42,108,-1.16,0.94,0.42,19.45491819841664,2.55,awake,normal,truck,4.63206292099123,True,True,0.56,False
2025-05-04T17:44:57.991860,32.261624075912884,-110.89260511542132,48,11.24,122,-2.82,-2.67,-1.49,-0.34302093448323184,2.7,drowsy,needs_maintenance,truck,-13.671378064602457,True,False,0.68,False
2025-05-04T17:44:52.991860,32.226680751302084,-110.88141201303166,3,34.27,86,2.02,1.84,-1.42,-14.989533484423662,1.75,awake,normal,SUV,8.481742126666681,False,True,0.44,False
2025-05-04T17:44:47.991860,32.27429211803754,-110.88398275843244,125,96.71,85,-1.07,0.46,1.82,-7.571623818423261,0.68,awake,normal,SUV,-12.32523314768509,False,False,0.26,True
2025-05-04T17:44:42.991860,32.26073441537982,-110.98170263252045,82,44.6,124,-0.21,-1.87,0.27,12.609300397568296,1.9,awake,needs_maintenance,truck,5.522999376795232,True,True,0.44,False
2025-05-04T17:44:37.991860,32.13731401177721,-110.82450782747392,26,13.51,71,2.32,-1.91,-1.58,8.20100352302069,2.78,drowsy,needs_maintenance,SUV,6.256309336460008,False,True,0.62,False
2025-05-04T17:44:32.991860,32.278511799697995,-110.94687999148226,91,18.92,94,1.13,1.24,2.58,-3.583981487545415,2.96,drowsy,needs_maintenance,SUV,-6.967718184295749,False,False,0.66,False
2025-05-04T17:44:27.991860,32.20786844838313,-110.97409701574344,48,75.31,72,-1.46,0.55,0.26,-5.502366177220313,2.02,awake,normal,sedan,5.820265670847268,False,True,0.46,False
2025-05-04T17:44:22.991860,32.26148803103281,-110.8222503840262,17,64.11,109,-2.28,1.97,-0.41,-5.876372235657328,0.12,awake,normal,truck,2.6044226333355596,True,True,0.05,False
2025-05-04T17:44:17.991860,32.279218259984695,-110.80886970035405,135,37.95,89,-2.26,2.9,-1.21,-13.836152767477538,0.96,awake,normal,SUV,-5.3884185619273826,False,False,0.25,True
2025-05-04T17:44:12.991860,32.16360069499437,-110.82757447654691,111,71.94,88,-2.04,0.46,0.56,24.230635342041627,1.94,distracted,normal,SUV,-10.085546840762081,False,True,0.49,True
2025-05-04T17:44:07.991860,32.122010384905536,-110.83809678505503,94,36.54,73,2.15,-2.62,0.28,-4.834807038170099,2.41,drowsy,normal,SUV,-19.62625691672579,False,False,0.68,False
2025-05-04T17:44:02.991860,32.14558703250839,-110.86895160387219,78,62.68,95,2.1,-0.7,1.79,18.257377812382448,2.25,awake,normal,SUV,3.496500472996937,False,False,0.49,False
2025-05-04T17:43:57.991860,32.18542155772525,-110.88982852587817,118,46.5,108,-0.08,0.99,0.54,22.81974077883677,2.24,drowsy,normal,truck,-15.648027713620552,True,False,0.61,True
2025-05-04T17:43:52.991860,32.263602953184495,-110.98260264801772,5,43.05,129,-0.43,2.43,-0.91,14.974663472219406,0.99,awake,needs_maintenance,truck,0.9534419944130821,True,True,0.21,False
2025-05-04T17:43:47.991860,32.272146116651264,-110.91830935738587,140,49.54,82,-1.8,2.25,-2.17,-6.474304690770726,1.63,awake,normal,SUV,-2.634482160822491,False,False,0.35,True
2025-05-04T17:43:42.991860,32.10139042610624,-110.92546229659753,134,45.36,77,-1.07,0.24,-2.94,6.0559513550491415,0.94,awake,normal,SUV,6.791427754381955,False,False,0.26,True
2025-05-04T17:43:37.991860,32.202149460515514,-110.94804924324794,137,92.08,68,2.61,1.26,-0.21,-0.3629340958637425,2.94,drowsy,normal,sedan,-3.020454994898642,False,False,0.62,True
2025-05-04T17:43:32.991860,32.183482200629754,-110.85531597726228,130,51.25,96,-1.26,-2.21,2.85,-13.555527910951922,1.06,awake,normal,SUV,-3.294477863470914,False,False,0.25,True
2025-05-04T17:43:27.991860,32.144421562094145,-110.90082485298424,63,17.68,115,1.02,-0.62,1.86,4.865389225824045,1.97,awake,needs_maintenance,truck,7.318707042882956,True,True,0.47,False
2025-05-04T17:43:22.991860,32.123973073466736,-110.98379075681846,37,96.77,126,-2.29,-0.56,2.67,-17.685596867397038,0.5,awake,needs_maintenance,truck,3.350580290841175,True,True,0.13,False
2025-05-04T17:43:17.991860,32.16752303428073,-110.95596335961004,121,20.77,66,-2.49,-2.78,2.63,17.815190826923455,2.76,awake,normal,SUV,3.161559571827783,False,False,0.58,True
2025-05-04T17:43:12.991860,32.2885819407825,-110.86334824726808,89,36.55,94,-0.51,-0.84,-0.56,-6.9692594594758965,2.03,awake,normal,SUV,4.6926758980852625,False,True,0.45,False
2025-05-04T17:43:07.991860,32.164640586404154,-110.98477382810194,24,32.29,93,2.03,2.13,-1.2,3.0173948380925895,0.82,distracted,normal,SUV,-15.355721232071058,False,True,0.32,False
2025-05-04T17:43:02.991860,32.203758124348674,-110.82975861719025,102,63.21,88,0.85,-1.9,-2.2,4.249318073192132,0.64,awake,normal,SUV,7.56788679986982,False,False,0.21,True
2025-05-04T17:42:57.991860,32.24060379177904,-110.9009706945972,7,64.42,66,0.42,-0.53,-2.82,-3.88357460556116,2.92,drowsy,normal,sedan,6.124687940136023,False,True,0.65,False
2025-05-04T17:42:52.991860,32.172725920475855,-110.90388268453466,105,13.85,97,-0.16,2.8,-2.54,8.800407022129122,0.16,awake,needs_maintenance,SUV,-10.166831285764973,False,False,0.14,True
2025-05-04T17:42:47.991860,32.29435641654419,-110.88151844306809,64,48.55,88,0.89,0.09,0.24,-7.123554849337866,0.13,awake,normal,SUV,-2.440804736742013,False,True,0.05,False
